"";"product";"dietgroup";"SQ_g";"SQ_kcal";"SQ_prot";"SQ_fat";"DGErec_g";"DGErec_kcal";"DGErec_prot";"DGErec_fat";"kcal_data";"prot_data";"fat_data"
"121";"Fats. Animals. Raw";"Meat, sausages, fish, eggs";18,0042304950424;152,495832293009;0,360084609900848;16,7439343603894;8,70153515367624;73,7020027516377;0,174030703073525;8,0924276929189;8,47;0,02;0,93
"122";"Hides and skins";"excluded";0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"123";"Meat Meal";"Meat, sausages, fish, eggs";0;0;0;0;0;0;0;0;2,42;0,206;0,169
"124";"Pet food";"excluded";0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"125";"Honey";"Alcohol, sugar and honey";2,5945414936688;7,88740614075316;0,00778362448100641;0;1,3066212819263;3,97212869705596;0,0039198638457789;0;3,04;0,003;0
"126";"Silk";"excluded";0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"127";"Fish. Seafood";"Meat, sausages, fish, eggs";25,8049342865936;16,5151579434199;2,65790823151915;0,56770855430506;12,4716545311353;7,98185889992661;1,28458041670694;0,274376399684977;0,64;0,103;0,022
"128";"Wood fuel";"excluded";0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"129";"Industrial roundwood. coniferous";"excluded";0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"130";"Industrial roundwood. non-coniferous";"excluded";0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"131";"Sum";"NA";2110,27789061752;3173,58677109456;91,9440413105464;147,656790837253;2110,27789061752;3072,12356931066;92,166506260076;108,572346244506;NA;NA;NA
